"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"768","Ax","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-15.762708128957,0.991595413762375,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.994144749164342
"769","Ax","Face_wash_last_time_Yesterday_evening","1",17,"0","Face_wash_last_time_Yesterday_evening1",-15.7506597904446,0.992056118219667,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.994144749164342
"770","Ax","Currently_have_acne_Yes","1",16,"0","Currently_have_acne_Yes1",-15.7446896234488,0.992296216246102,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.994144749164342
"771","Ax","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",-15.7328551658072,0.992799172547314,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.994144749164342
"772","Ax","Current_or_past_acne_severity_Severe","1",13,"0","Current_or_past_acne_severity_Severe1",-15.7269900463577,0.993063689022409,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.994144749164342
"773","Ax","Currently_have_fungal_FeetBodyGroin_Yes","1",11,"0","Currently_have_fungal_FeetBodyGroin_Yes1",-15.7153620083603,0.993624226954346,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.994144749164342
"774","Ax","Hair_chemical_treatment_last_time_<_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-15.71536200836,0.993624226954346,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.994144749164342
"775","Ax","Antibiotic_use_in_the_last_month_Yes","1",11,"0","Antibiotic_use_in_the_last_month_Yes1",-15.7153620083486,0.993624226954339,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.994144749164342
"776","Ax","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",-15.7095983036444,0.993923162526132,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.994144749164342
"777","Ax","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-7.50234454748638,0.994144749164342,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.994144749164342
"778","Ax","Body_odor_overall_Yes","1",43,"0","Body_odor_overall_Yes1",-0.97906713723959,0.359557919843506,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinSubclinical",0.994144749164342
"779","Ax","Routinely_use_underarm_whitening_product_Yes","1",74,"0","Routinely_use_underarm_whitening_product_Yes1",-0.944461608782778,0.240620593852622,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.994144749164342
"780","Ax","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.917487888271419,0.32552243143654,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinSubclinical",0.994144749164342
"781","Ax","Body_odor_underarm_Yes","1",41,"0","Body_odor_underarm_Yes1",-0.916290731519884,0.391418866217993,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.994144749164342
"782","Ax","Body_wash_last_time_Yesterday_evening","1",72,"0","Body_wash_last_time_Yesterday_evening1",-0.898591154739876,0.264320364937614,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.994144749164342
"783","Ax","Body_wash_last_time_This_morning","1",122,"0","Body_wash_last_time_This_morning1",0.898591154739871,0.264320364937617,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.994144749164342
"784","Ax","Sensitive_arms_Yes","1",19,"0","Sensitive_arms_Yes1",0.89848608355349,0.27933288126221,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinSubclinical",0.994144749164342
"785","Ax","Hair_chemical_treatment_location_Non-professional","``1",44,"0","`Hair_chemical_treatment_location_Non-professional`1",0.875468737353891,0.191181994917953,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.994144749164342
"786","Ax","Healthy_scalp_Yes","1",124,"0","Healthy_scalp_Yes1",0.852211875169249,0.289870999913927,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinSubclinical",0.994144749164342
"787","Ax","Sensitive_trunk_Yes","1",20,"0","Sensitive_trunk_Yes1",0.83532164758816,0.313392088441097,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinSubclinical",0.994144749164342
"788","Ax","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",0.692418300157544,0.26553842715919,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.994144749164342
"789","Ax","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",0.659245621190254,0.550089282278084,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.994144749164342
"790","Ax","Hair_length_>_5cm","``1",124,"0","`Hair_length_>_5cm`1",-0.604736223215884,0.352915728491694,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.994144749164342
"791","Ax","Itchy_skin_overall_Yes","1",55,"0","Itchy_skin_overall_Yes1",0.553058333236427,0.406398752640475,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinSubclinical",0.994144749164342
"792","Ax","Routinely_shave_underarms_last_time_Yesterday","1",30,"0","Routinely_shave_underarms_last_time_Yesterday1",-0.521095290402607,0.627326987830997,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.994144749164342
"793","Ax","Routinely_use_moisturizers_Yes","1",95,"0","Routinely_use_moisturizers_Yes1",0.470705629976558,0.47715504286918,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.994144749164342
"794","Ax","Hair_covering_frequency_Daily","1",27,"0","Hair_covering_frequency_Daily1",0.463734004592353,0.571390124814774,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.994144749164342
"795","Ax","Current_or_past_acne_severity_Mild","1",75,"0","Current_or_past_acne_severity_Mild1",-0.405465108108151,0.565978632498622,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.994144749164342
"796","Ax","Age_when_itchy_skin_began_Over_10_years_old","1",79,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.396415223735972,0.541967084747581,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinSubclinical",0.994144749164342
"797","Ax","Routinely_shave_underarms_Yes","1",61,"0","Routinely_shave_underarms_Yes1",0.395670681760906,0.551765725191877,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.994144749164342
"798","Ax","Suffered_from_dry_skin_in_the_last_year_Yes","1",50,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",-0.344840335734285,0.669547645711272,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinSubclinical",0.994144749164342
"799","Ax","Hair_length_<_5cm","``1",64,"0","`Hair_length_<_5cm`1",0.320471874832897,0.629532998547895,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.994144749164342
"800","Ax","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",0.319381618566033,0.210086339646385,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinSubclinical",0.994144749164342
"801","Ax","Ever_had_acne_Yes","1",92,"0","Ever_had_acne_Yes1",-0.318453682521291,0.630529508876165,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.994144749164342
"802","Ax","Current_skin_condition_severity_Mild","1",15,"0","Current_skin_condition_severity_Mild1",0.299516524738598,0.783507772719361,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.994144749164342
"803","Ax","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",0.299516524738592,0.783507772719366,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.994144749164342
"804","Ax","Current_skin_condition_severity_Moderate","1",15,"0","Current_skin_condition_severity_Moderate1",0.299516524738591,0.783507772719366,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.994144749164342
"805","Ax","Hair_wash_last_time_Yesterday_evening","1",90,"0","Hair_wash_last_time_Yesterday_evening1",-0.274844890410101,0.678078198036815,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.994144749164342
"806","Ax","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.248391501231187,0.35366406504284,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinSubclinical",0.994144749164342
"807","Ax","Hair_wash_last_time_This_morning","1",67,"0","Hair_wash_last_time_This_morning1",0.247190696922622,0.709648494465449,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.994144749164342
"808","Ax","Routinely_use_underarm_deodorant_Yes","1",46,"0","Routinely_use_underarm_deodorant_Yes1",-0.228841525077147,0.777314193772428,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.994144749164342
"809","Ax","Routinely_shave_bikine_line_Yes","1",46,"0","Routinely_shave_bikine_line_Yes1",-0.228841525077146,0.77731419377243,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.994144749164342
"810","Ax","Sensitive_skin_overall_Yes","1",68,"0","Sensitive_skin_overall_Yes1",0.223143538874456,0.7367385502792,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinSubclinical",0.994144749164342
"811","Ax","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.215653186519594,0.311879248300185,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.994144749164342
"812","Ax","Currently_have_a_skin_condition_Yes","1",33,"0","Currently_have_a_skin_condition_Yes1",0.210156349449192,0.796446362629398,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.994144749164342
"813","Ax","Swimming_regularly_Yes","1",23,"0","Swimming_regularly_Yes1",-0.200670649040022,0.852347427058761,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.994144749164342
"814","Ax","Itchy_legs_Yes","1",23,"0","Itchy_legs_Yes1",-0.200670649040021,0.852347427058762,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinSubclinical",0.994144749164342
"815","Ax","Ever_have_had_itchy_skin_Yes","1",88,"0","Ever_have_had_itchy_skin_Yes1",0.196279894909397,0.76251412520496,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.994144749164342
"816","Ax","Hair_wash_last_time_Yesterday_morning","1",17,"0","Hair_wash_last_time_Yesterday_morning1",0.1541506756808,0.887130851341514,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.994144749164342
"817","Ax","Routinely_shave_underarms_last_time_Today","1",22,"0","Routinely_shave_underarms_last_time_Today1",-0.147996791251654,0.890921597345673,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.994144749164342
"818","Ax","Hair_chemical_treatment_Yes","1",84,"0","Hair_chemical_treatment_Yes1",-0.14310083221294,0.828953629760842,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.994144749164342
"819","Ax","History_of_skin_medical_treatment_Yes","1",43,"0","History_of_skin_medical_treatment_Yes1",-0.137021781511413,0.86568686008368,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.994144749164342
"820","Ax","Ever_have_had_eczema_Yes","1",43,"0","Ever_have_had_eczema_Yes1",-0.137021781511412,0.865686860083682,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.994144749164342
"821","Ax","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",0.117684667705684,0.385263370640343,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinSubclinical",0.994144749164342
"822","Ax","Gender_Female","1",102,"0","Gender_Female1",-0.108802853174513,0.866949650386547,"Gender","Demographic","Demographics","Character","Gender (Female)","Demographic",0.994144749164342
"823","Ax","Hair_chemical_treatment_last_time_>_1_week_ago","``1",73,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.105360510152523,0.873772208138558,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.994144749164342
"824","Ax","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",0.0988447360126326,0.745673790877154,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.994144749164342
"825","Ax","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",21,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-0.0930904133502108,0.931330344598282,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.994144749164342
"826","Ax","Sensitive_legs_Yes","1",21,"0","Sensitive_legs_Yes1",-0.0930904133502092,0.931330344598283,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinSubclinical",0.994144749164342
"827","Ax","Itchy_trunk_Yes","1",18,"0","Itchy_trunk_Yes1",0.0875558879138308,0.935646185198564,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinSubclinical",0.994144749164342
"828","Ax","Ethnicity_East_Asian","1",120,"0","Ethnicity_East_Asian1",-0.0822380939168642,0.901297876034932,"Ethnicity","Demographic","Demographics","Character","Ethnicity (East Asian)","Demographic",0.994144749164342
"829","Ax","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0762528924175142,0.518823951112804,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.994144749164342
"830","Ax","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",0.0690671622460475,0.76245471020989,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.994144749164342
