"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Malassezia_slooffiae","Fungi","Face_wash_last_time_This_morning","1",30,"0","Face_wash_last_time_This_morning1",-0.733333333333336,0.64524920409776,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Body_sites_affected_by_eczema_Face_and_scalp","1",3,"0","Body_sites_affected_by_eczema_Face_and_scalp1",-0.71264367816092,0.589831132316132,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Face and scalp)","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",0.709677419354838,0.749013170031666,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Sensitive_other_site_Yes","1",4,"0","Sensitive_other_site_Yes1",-0.642857142857143,0.581072546948999,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_skin_overall_Yes","1",12,"0","Itchy_skin_overall_Yes1",-0.633333333333333,0.424837049007206,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Ever_have_had_itchy_skin_Yes","1",14,"0","Ever_have_had_itchy_skin_Yes1",-0.555555555555555,0.473627689989766,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Age_when_itchy_skin_began_Over_10_years_old","1",14,"0","Age_when_itchy_skin_began_Over_10_years_old1",-0.555555555555555,0.473627689989766,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Hair_length_<_5cm","``1",15,"0","`Hair_length_<_5cm`1",0.541176470588235,0.482640387022324,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Currently_have_skin_conditions_not_described_above_Yes","1",28,"0","Currently_have_skin_conditions_not_described_above_Yes1",-0.500000000000001,0.66810291555096,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Current_or_past_acne_severity_Severe","1",4,"0","Current_or_past_acne_severity_Severe1",0.499999999999999,0.668102915550961,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Routine_cosmetic_use_on_face_Yes","1",4,"0","Routine_cosmetic_use_on_face_Yes1",0.499999999999997,0.668102915550962,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Hair_chemical_treatment_Yes","1",9,"0","Hair_chemical_treatment_Yes1",-0.434782608695653,0.612033458121209,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Currently_have_a_skin_condition_Yes","1",9,"0","Currently_have_a_skin_condition_Yes1",-0.434782608695652,0.61203345812121,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Sensitive_trunk_Yes","1",3,"0","Sensitive_trunk_Yes1",-0.344827586206901,0.794591790163376,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_other_site_Yes","1",3,"0","Itchy_other_site_Yes1",-0.344827586206896,0.794591790163379,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_trunk_Yes","1",5,"0","Itchy_trunk_Yes1",0.340740740740739,0.748537722600853,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_arms_Yes","1",5,"0","Itchy_arms_Yes1",0.340740740740739,0.748537722600853,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Body_wash_last_time_Yesterday_evening","1",10,"0","Body_wash_last_time_Yesterday_evening1",-0.309090909090909,0.710394053865093,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Body_wash_last_time_This_morning","1",22,"0","Body_wash_last_time_This_morning1",0.309090909090908,0.710394053865093,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.25,0.717202129051174,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.237190471808187,0.786766135525696,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Current_or_past_acne_severity_Mild","1",12,"0","Current_or_past_acne_severity_Mild1",-0.233333333333333,0.769789652088893,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.218543046357614,0.663406053682944,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Routinely_use_underarm_antiperspirant_Yes","1",4,"0","Routinely_use_underarm_antiperspirant_Yes1",0.214285714285714,0.854392240538434,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.202312138728324,0.453677765561924,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.166180758017493,0.617758487355692,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Hair_wash_last_time_This_morning","1",15,"0","Hair_wash_last_time_This_morning1",0.164705882352941,0.831435187409702,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Gender_Female","1",10,"0","Gender_Female1",-0.163636363636363,0.844282139114828,"Gender","Demographics","Demographics","Character","Gender (Female)","Demographics",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Gender_Male","1",22,"0","Gender_Male1",0.163636363636363,0.844282139114828,"Gender","Demographics","Demographics","Character","Gender (Male)","Demographics",0.987314774126511
"s__Malassezia_slooffiae","Fungi","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.144739519739521,0.590934232428158,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Hair_length_>_5cm","``1",13,"0","`Hair_length_>_5cm`1",-0.137651821862347,0.86103032627312,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",-0.128185328185329,0.708681762668575,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.0865265760197773,0.597484854575496,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.0526842280760257,0.815359228069409,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",-0.0224843051725694,0.433754416189189,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",0.0102931610959591,0.805191767755265,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Ever_had_acne_Yes","1",17,"0","Ever_had_acne_Yes1",0.0862745098039202,0.911245554230671,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Hair_chemical_treatment_last_time_>_1_week_ago","``1",7,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",-0.0342857142857146,0.970729507397726,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Hair_chemical_treatment_location_Non-professional","``1",7,"0","`Hair_chemical_treatment_location_Non-professional`1",-0.0342857142857143,0.970729507397727,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Body_odor_overall_Yes","1",6,"0","Body_odor_overall_Yes1",0.0256410256410261,0.979329933835613,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Body_odor_underarm_Yes","1",6,"0","Body_odor_underarm_Yes1",0.0256410256410261,0.979329933835613,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Itchy_skin_in_the_last_week_Yes","1",6,"0","Itchy_skin_in_the_last_week_Yes1",0.0256410256410239,0.979329933835615,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Body_sites_affected_by_eczema_Hands_and_feet","1",3,"0","Body_sites_affected_by_eczema_Hands_and_feet1",0.0229885057471267,0.986159875938125,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Itchy_scalp_Yes","1",3,"0","Itchy_scalp_Yes1",0.0229885057471218,0.986159875938128,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Sensitive_scalp_Yes","1",3,"0","Sensitive_scalp_Yes1",0.0229885057471218,0.986159875938128,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",0.0132450331125828,0.989494423332224,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinDiscomfort",0.989494423332224
"s__Malassezia_slooffiae","Fungi","Age","NotApplicable",999,"NotApplicable","Age",0.00412053815221167,0.92460864416079,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.989494423332224
"s__Polyomavirus_HPyV6","Eukaryotic virus","Currently_have_acne_Yes","1",3,"0","Currently_have_acne_Yes1",0.128205128205128,0.934162506497046,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.989767417598061
"s__Polyomavirus_HPyV6","Eukaryotic virus","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",-0.109756097560975,0.933271314032892,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinDiscomfort",0.989767417598061
"s__Acinetobacter_radioresistens","Bacteria","Hair_wash_last_time_Yesterday_evening","1",9,"0","Hair_wash_last_time_Yesterday_evening1",-0.0202020202020198,0.976793971179101,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.992298637388293
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_legs_Yes","1",5,"0","Itchy_legs_Yes1",-0.00869565217391301,0.993124880265753,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinDiscomfort",0.993124880265753
"s__Polyomavirus_HPyV6","Eukaryotic virus","Routinely_shave_bikine_line_last_time_Yesterday","1",8,"0","Routinely_shave_bikine_line_last_time_Yesterday1",0.0441176470588241,0.965428684504297,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.993179356623042
"s__Polyomavirus_HPyV6","Eukaryotic virus","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.025266704098821,0.94935348068474,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.993179356623042
"s__Polyomavirus_HPyV6","Eukaryotic virus","Age_when_itchy_skin_began_Over_10_years_old","1",15,"0","Age_when_itchy_skin_began_Over_10_years_old1",-0.022222222222223,0.978747232938108,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.993179356623042
"s__Polyomavirus_HPyV6","Eukaryotic virus","Gender_Male","1",23,"0","Gender_Male1",0.00686498855835281,0.993179356623042,"Gender","Demographics","Demographics","Character","Gender (Male)","Demographics",0.993179356623042
"s__Polyomavirus_HPyV6","Eukaryotic virus","Gender_Female","1",19,"0","Gender_Female1",-0.00686498855835233,0.993179356623042,"Gender","Demographics","Demographics","Character","Gender (Female)","Demographics",0.993179356623042
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_scalp_Yes","1",4,"0","Itchy_scalp_Yes1",0.00714285714285701,0.994515357665517,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinDiscomfort",0.994515357665517
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.00146050292100601,0.988106352468873,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.994515357665517
"s__Acinetobacter_radioresistens","Bacteria","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",4.10109004693861e-05,0.99912510085966,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.99912510085966
"s__Dermacoccus_sp_Ellin185","Bacteria","Body_odor_trunk_Yes","1",3,"0","Body_odor_trunk_Yes1",-8.43680898883277e-16,1,"Body_odor_trunk","BodyOdour","Trunk","Character","Body odor trunk","SkinDiscomfort",1
"s__Dermacoccus_sp_Ellin185","Bacteria","Routinely_shave_bikine_line_Yes","1",9,"0","Routinely_shave_bikine_line_Yes1",-4.76487414368118e-16,1,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",1
"s__Staphylococcus_phage_StB27","Bacteriophage","Routinely_use_moisturizers_Yes","1",7,"0","Routinely_use_moisturizers_Yes1",2.01962626400087e-16,0.999999999999999,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",1
